rowid,kepoi_name,koi_score,koi_period,koi_eccen,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,Predict
272,K00931.01,0.999,3.855603916,0,0.119176,1.18411,13.61,0.0505,1212,508.65,9.763,1,6033,4.46,0.21,1.046,1.153,,0
274,K00125.01,0.92,38.47876629,0,0.138123,3.7339,13.26,0.2213,484,13.01,66.3614,1,5510,4.539,0.16,0.879,0.973,,0
276,K00916.01,1,3.314947362,0,0.038195,1.4165,3.94,0.0433,1155,421.03,9.37,1,5609,4.481,0.16,0.944,0.983,,0
278,K00918.01,0.996,39.6431552,0,0.111685,1.64307,10.98,0.215,472,11.74,51.489,2,5231,4.455,0.14,0.9,0.844,,0
280,K00920.01,1,21.80451611,0,0.033653,1.66656,2.6,0.1406,543,20.48,34.7,1,5481,4.629,-0.5,0.708,0.806,,0
281,K00921.01,1,10.28194593,0,0.029849,2.24334,2.53,0.088,680,50.6,23.23,3,5196,4.593,0.04,0.775,0.869,,0
282,K00921.02,1,18.11993039,0,0.034825,2.10579,2.95,0.1284,563,23.77,33.19,3,5196,4.593,0.04,0.775,0.869,,0
283,K00921.03,1,3.78402867,0,0.020134,1.98179,1.7,0.0452,949,191.78,11.45,3,5196,4.593,0.04,0.775,0.869,,0
284,K00922.01,1,5.15448142,0,0.030415,0.11387,2.94,0.0546,964,204.1,5.43,1,5431,4.457,-0.14,0.884,0.816,,0
286,K00923.01,1,5.743469797,0,0.032147,1.31116,3.13,0.0625,982,219.95,13.174,1,5897,4.531,-0.16,0.891,0.983,,0
289,K00926.01,1,3.166353562,0,0.035047,0.82095,3.82,0.0432,1273,621.92,7.5775,1,6007,4.47,0.02,0.998,1.072,,0
291,K00939.01,1,3.388012244,0,0.015454,1.15366,2.11,0.0434,1315,705.93,8.88,4,5553,4.221,0.16,1.25,0.949,,0
292,K00939.02,1,5.83909761,0,0.015116,1.32836,2.06,0.0624,1097,341.48,13.38,4,5553,4.221,0.16,1.25,0.949,,0
293,K00939.03,1,1.620467654,0,0.011493,1.23,1.57,0.0265,1681,1893.42,5.55,4,5553,4.221,0.16,1.25,0.949,,0
294,K00939.04,1,10.6816951,0,0.016847,0.93471,2.3,0.0933,897,152.75,17.8,4,5553,4.221,0.16,1.25,0.949,,0
295,K00940.01,1,6.104849417,0,0.04092,0.56409,3.18,0.0583,784,89.25,10.3581,1,5085,4.584,-0.36,0.712,0.71,,0
296,K00127.01,0.999,3.578780566,0,0.096067,1.60801,10.43,0.045,1145,406.6,10.2873,1,5524,4.421,0.2,0.994,0.95,,0
298,K00934.01,1,5.826657508,0,0.035356,2.19595,4.09,0.0622,1013,248.57,15.796,3,5561,4.362,0.16,1.06,0.943,,0
299,K00934.02,0.998,12.41216347,0,0.02227,2.14038,2.58,0.103,787,90.65,25.93,3,5561,4.362,0.16,1.06,0.943,,0
300,K00934.03,1,18.74649011,0,0.026327,1.8967,3.05,0.1355,686,52.38,32.8,3,5561,4.362,0.16,1.06,0.943,,0
301,K00935.01,1,20.86021229,0,0.040067,1.40526,5.5,0.1462,781,87.76,31.855,4,6035,4.22,-0.28,1.257,0.958,,0
302,K00935.02,1,42.63427848,0,0.038058,1.64062,5.22,0.2355,615,33.82,54.02,4,6035,4.22,-0.28,1.257,0.958,,0
303,K00935.03,0.973,87.6476068,0,0.029163,1.11917,4,0.3807,484,12.94,76.88,4,6035,4.22,-0.28,1.257,0.958,,0
305,K00936.01,0.953,9.467821474,0,0.042684,6.23401,2.13,0.0691,407,6.47,30.913,2,3582,4.807,0.18,0.458,0.491,,0
306,K00936.02,0.704,0.893040969,0,0.024717,6.2,1.24,0.0143,893,151.14,6.394,2,3582,4.807,0.18,0.458,0.491,,0
307,K00128.01,0.996,4.942783419,0,0.099444,1.02216,10.62,0.0569,1008,244.42,10.97,1,5514,4.459,0.36,0.978,1.003,,0
308,K00937.01,1,20.83426731,0,0.028495,2.62459,2.74,0.1483,595,29.62,39.2,1,5537,4.549,0.21,0.88,0.999,,0
309,K00938.01,1,9.94602357,0,0.028229,2.34688,3.12,0.0864,807,100.34,23.07,3,5344,4.365,0.16,1.013,0.867,,0
310,K00938.02,0.998,1.04562195,0,0.013092,1.38246,1.45,0.0192,1710,2031.84,4.307,3,5344,4.365,0.16,1.013,0.867,,0
311,K00938.03,0.949,5.71462396,0,0.016046,2.60833,1.78,0.0597,971,210.16,16.51,3,5344,4.365,0.16,1.013,0.867,,0
313,K01102.02,1,8.14515981,0,0.025296,0.02385,3.43,0.076,1050,287.91,4.37,4,5896,4.197,-0.36,1.24,0.884,,0
314,K01102.03,1,18.9985279,0,0.318792,0.02026,43.17,0.1337,792,93.03,7.28,4,5896,4.197,-0.36,1.24,0.884,,0
315,K01102.04,0.999,4.24439049,0,0.015253,0.05258,2.07,0.0492,1305,686.99,3.69,4,5896,4.197,-0.36,1.24,0.884,,0
317,K00150.02,1,28.5742692,0,0.026109,2.14286,2.32,0.1681,538,19.83,45.22,2,5551,4.508,-0.42,0.812,0.776,,0
333,K00139.01,1,224.7789355,0,0.056891,0.77776,7.67,0.7456,333,2.92,127.6,2,5873,4.293,0.18,1.235,1.092,,0
336,K01106.01,1,7.42608123,0,0.019228,1.36184,2.47,0.0778,1037,273.78,15.83,3,6049,4.353,0.16,1.176,1.14,,0
337,K01106.02,0.989,15.9868932,0,0.012587,1.19847,1.62,0.1297,803,98.51,25.3,3,6049,4.353,0.16,1.176,1.14,,0
339,K01108.01,1,18.92537246,0,0.026104,0.64877,13.92,0.1694,1171,443.58,23.1,3,4941,3.317,0.4,4.885,1.808,,0
343,K01175.01,0.994,31.5925809,0,0.010989,0.09773,1.78,0.1967,688,53.09,17.28,3,5676,4.1,0.1,1.487,1.016,,0
344,K01176.01,0.998,1.97376085,0,0.159864,3.77736,8.78,0.025,753,76.1,9.2,1,3807,4.762,-0.06,0.503,0.534,,0
349,K00975.01,1,2.785821236,0,0.008919,0.06279,1.69,0.0408,1784,2388.98,2.95,1,6202,4.026,-0.1,1.733,1.162,,0
353,K01050.01,1,1.269091415,0,0.016909,2.78725,1.41,0.0214,1331,740.47,6.19,2,5041,4.576,0.02,0.766,0.807,,0
356,K01108.02,0.993,1.475323222,0,0.011027,1.03038,5.88,0.0309,2740,13331.51,4.913,3,4941,3.317,0.4,4.885,1.808,,0
357,K01108.03,1,4.15246118,0,0.01428,1.01229,7.62,0.0616,1941,3354.56,9.74,3,4941,3.317,0.4,4.885,1.808,,0
359,K01110.01,0.995,8.7348852,0,0.015161,0.73476,1.59,0.0843,890,148.62,14.36,2,5982,4.493,-0.04,0.96,1.047,,0
374,K01052.01,1,17.02902786,0,0.021839,1.44107,2.54,0.1243,755,76.66,28.06,4,5839,4.327,-0.28,1.067,0.881,,0
375,K01052.02,0.945,6.84619236,0,0.014341,1.36207,1.67,0.0677,1022,258.41,15,4,5839,4.327,-0.28,1.067,0.881,,0
376,K01052.03,0.765,67.8321638,0,0.02055,1.52524,2.39,0.3123,476,12.14,71.85,4,5839,4.327,-0.28,1.067,0.881,,0
377,K01052.04,0.815,43.1312147,0,0.020505,5.0679,2.39,0.2309,554,22.21,79.3,4,5839,4.327,-0.28,1.067,0.881,,0
378,K01053.01,0.999,1.224866441,0,0.012766,1.93938,1.54,0.0219,1741,2174.33,5.358,2,5553,4.32,0.14,1.107,0.933,,0
380,K01113.01,1,25.93406406,0,0.018556,2.35284,2.48,0.1749,695,55.1,43.73,2,5952,4.287,0.06,1.225,1.059,,0
381,K01113.02,0.912,83.4463485,0,0.020442,2.66615,2.73,0.3813,471,11.59,99.38,2,5952,4.287,0.06,1.225,1.059,,0
383,K01115.01,0.989,12.99204853,0,0.014939,0.52036,2.03,0.1071,866,132.94,16.683,1,5765,4.236,0,1.242,0.968,,0
389,K00152.01,0.994,52.09081627,0,0.049363,0.78307,7.14,0.2822,592,29.07,48.249,4,6198,4.237,-0.04,1.324,1.101,,0
393,K00986.01,1,8.18739443,0,0.020743,2.08567,1.92,0.0745,782,88.36,19.48,2,5251,4.494,0,0.849,0.821,,0
394,K00986.02,0.881,76.0498163,0,0.018858,1.84961,1.75,0.329,372,4.53,82.69,2,5251,4.494,0,0.849,0.821,,0
395,K00139.02,1,3.341799486,0,0.01238,0.88106,1.67,0.0451,1356,798.41,8.04,2,5873,4.293,0.18,1.235,1.092,,0
401,K01116.01,1,3.749105745,0,0.015686,0.23091,1.68,0.047,1160,428.25,5.56,1,5751,4.447,0.06,0.983,0.987,,0
402,K01117.01,1,11.08956602,0,0.011202,0.38989,3.51,0.1114,1422,965.62,13.634,1,6353,3.698,-0.1,2.867,1.497,,0
406,K01194.01,1,8.70798309,0,0.033251,5.21951,2.01,0.0695,543,20.59,27.56,3,4362,4.722,-0.5,0.554,0.59,,0
408,K01194.03,0.999,4.17634276,0,0.020401,2.86173,1.23,0.0426,694,54.8,13.82,3,4362,4.722,-0.5,0.554,0.59,,0
409,K00152.02,1,27.40229859,0,0.025079,0.77467,3.63,0.1839,734,68.46,31.329,4,6198,4.237,-0.04,1.324,1.101,,0
410,K00987.01,1,3.179267286,0,0.012917,24.82621,1.21,0.0418,1101,347.01,23.67,1,5511,4.554,0.1,0.857,0.96,,0
411,K00988.01,1,10.38122447,0,0.025572,4.05514,2.18,0.0871,672,48.37,28.48,2,5095,4.566,0.02,0.78,0.816,,0
412,K00988.02,1,24.5709023,0,0.033128,0.32657,2.82,0.1547,505,15.33,21.8,2,5095,4.566,0.02,0.78,0.816,,0
415,K00135.01,1,3.024092505,0,0.081878,1.15632,12.14,0.0438,1489,1162.54,8.238,1,6063,4.261,0.34,1.358,1.227,,0
417,K01059.01,1,1.022678654,0,0.010229,3.5012,1.14,0.019,1734,2138.47,5.785,1,5366,4.363,0.16,1.02,0.875,,0
418,K01060.01,1,12.10968709,0,0.0187,0.03281,2.98,0.1019,1005,240.8,6.34,4,6021,4.093,-0.34,1.458,0.96,,0
419,K01060.02,0.758,4.75796103,0,0.010702,0.20573,1.7,0.0547,1372,835.65,6.27,4,6021,4.093,-0.34,1.458,0.96,,0
420,K01060.03,1,20.4972755,0,0.018577,0.00972,2.96,0.1447,843,119.42,6,4,6021,4.093,-0.34,1.458,0.96,,0
427,K01199.01,1,53.5292702,0,0.029542,2.25989,2.28,0.2548,348,3.48,70,1,4736,4.624,0.12,0.708,0.791,,0
430,K01202.01,0.99,0.928310036,0,0.017601,4.74015,1.16,0.0159,1115,365.72,6,1,4109,4.672,-0.02,0.602,0.621,,0
431,K00152.03,1,13.48457668,0,0.023452,0.96491,3.39,0.1146,929,176.29,21.01,4,6198,4.237,-0.04,1.324,1.101,,0
432,K01203.01,0.999,31.8841473,0,0.03477,0.09877,3.7,0.1994,563,23.82,17.44,3,5779,4.477,0.14,0.974,1.037,,0
435,K00991.01,0.999,12.06222962,0,0.015945,9.61332,1.62,0.0993,750,74.8,42,1,5547,4.451,0,0.933,0.897,,0
436,K00992.01,0.848,9.93146307,0,0.018094,0.48317,2.41,0.0915,931,177.83,13.607,2,5782,4.28,0.16,1.22,1.035,,0
437,K00993.01,1,21.85362905,0,0.018296,2.00195,1.75,0.1515,618,34.57,37,3,5830,4.54,-0.14,0.876,0.97,,0
438,K01060.04,0.884,8.19345065,0,0.010952,0.10554,1.74,0.0785,1144,405.75,7.21,4,6021,4.093,-0.34,1.458,0.96,,0
440,K01061.01,1,41.8059544,0,0.019015,1.67728,2.02,0.2329,533,19.02,53.71,1,5907,4.445,-0.16,0.973,0.961,,0
445,K00148.01,1,4.77800306,0,0.019376,2.0886,1.85,0.0528,932,177.79,13.6091,3,5192,4.489,0.18,0.873,0.856,,0
448,K01127.01,1,5.32667299,0,0.022482,1.2181,2.26,0.0601,1007,242.97,12.225,3,5831,4.517,0,0.921,1.016,,0
455,K00993.02,1,13.0607936,0,0.015111,1.22851,1.45,0.1075,734,68.66,22.29,3,5830,4.54,-0.14,0.876,0.97,,0
465,K01069.01,1,8.70420525,0,0.030316,2.12083,2.86,0.0772,748,74.13,20.4,2,5074,4.474,0.16,0.863,0.809,,0
466,K01127.02,1,8.1280933,0,0.013795,1.1346,1.39,0.0796,875,138.51,15.82,3,5831,4.517,0,0.921,1.016,,0
468,K01128.01,1,0.974868896,0,0.012716,2.01904,1.16,0.0187,1612,1605.87,4.664,1,5487,4.563,0,0.832,0.924,,0
469,K01129.01,1,4.89721006,0,0.015988,3.2136,1.48,0.0523,904,157.93,15.97,1,5093,4.483,0.08,0.847,0.794,,0
474,K01198.01,0.986,16.08832318,0,0.023572,0.36003,3.42,0.1281,875,138.64,17.02,4,6157,4.224,-0.08,1.33,1.08,,0
475,K01198.02,0.994,10.30067919,0,0.015115,0.78116,2.2,0.0951,1015,251.55,16.36,4,6157,4.224,-0.08,1.33,1.08,,0
476,K01198.03,0.998,35.6757453,0,0.020763,0.41077,3.02,0.2178,671,47.96,30.2,4,6157,4.224,-0.08,1.33,1.08,,0
479,K00999.01,1,16.56806842,0,0.032537,1.90961,2.54,0.1155,548,21.27,30.26,2,4987,4.602,-0.18,0.716,0.749,,0
480,K00999.02,1,47.3329299,0,0.027927,16.34623,2.18,0.2326,386,5.25,124.6,2,4987,4.602,-0.18,0.716,0.749,,0
482,K01001.01,0.976,40.8065333,0,0.016213,0.15947,3.71,0.2641,772,83.75,24.123,2,6207,3.963,0.24,2.097,1.472,,0
483,K01069.02,1,2.46697039,0,0.016558,2.84151,1.56,0.0333,1139,398.42,9.71,2,5074,4.474,0.16,0.863,0.809,,0
485,K01070.01,1,6.61836309,0,0.0211,1.19117,2.98,0.0678,1066,304.65,14.024,3,5529,4.19,0.16,1.294,0.947,,0
486,K01070.02,1,107.7214092,0,0.033622,1.92878,4.75,0.4352,421,7.39,105.77,3,5529,4.19,0.16,1.294,0.947,,0
489,K00148.02,1,9.673958488,0,0.027629,2.41318,2.63,0.0845,736,69.42,22.85,3,5192,4.489,0.18,0.873,0.856,,0
494,K01203.02,0.985,14.12847677,0,0.025658,0.59017,2.73,0.1159,739,70.5,18.4,3,5779,4.477,0.14,0.974,1.037,,0
495,K01203.03,0.829,48.6478543,0,0.038915,0.08459,4.14,0.2642,489,13.57,22,3,5779,4.477,0.14,0.974,1.037,,0
496,K01204.01,1,8.39842977,0,0.01755,0.16709,2,0.0835,984,221.66,8.54,1,6309,4.441,-0.18,1.044,1.096,,0
497,K01205.01,1,8.63847391,0,0.017995,0.47312,5.99,0.0951,1419,958.35,12.312,1,5684,3.657,0.2,3.046,1.536,,0
499,K01001.02,0.991,140.10765,0,0.014948,0.19495,3.42,0.601,511,16.17,58.7,2,6207,3.963,0.24,2.097,1.472,,0
500,K01002.01,0.998,3.4815917,0,0.010446,5.1037,1.17,0.0435,1156,421.61,14.843,1,5405,4.374,0.21,1.022,0.902,,0
503,K01005.01,1,35.61760233,0,0.060738,0.59321,5.17,0.1916,456,10.19,34.137,1,5123,4.523,-0.2,0.779,0.737,,0
505,K01072.01,0.998,10.12805158,0,0.02174,0.64922,1.95,0.0874,767,81.77,15.21,1,5676,4.548,-0.3,0.82,0.865,,0
507,K01074.01,1,3.770551475,0,0.102677,0.77649,12.05,0.0493,1302,679.75,8.357,1,6322,4.426,-0.12,1.075,1.124,,0
513,K01141.01,1,5.72812616,0,0.023129,5.77301,1.38,0.0519,569,24.74,21.55,1,3968,4.714,-0.14,0.548,0.567,,0
514,K01142.01,1,3.75574267,0,0.018377,2.7269,1.58,0.0453,977,215.46,12.67,1,5311,4.588,-0.04,0.788,0.884,,0
517,K00941.01,1,6.581477136,0,0.042884,2.08376,4.56,0.0656,881,142.63,16.835,3,5188,4.4,0.32,0.973,0.868,,0
518,K00129.01,1,24.66919273,0,0.076351,0.74047,77.76,0.2322,1485,1150.61,28.773,2,5313,2.936,0.56,9.327,2.736,,0
519,K00941.02,1,2.382652873,0,0.025814,1.36794,2.74,0.0333,1237,553.53,7.43,3,5188,4.4,0.32,0.973,0.868,,0
520,K00941.03,1,24.66461416,0,0.050261,2.81619,5.34,0.1582,567,24.53,44.9,3,5188,4.4,0.32,0.973,0.868,,0
521,K00942.01,1,11.51517167,0,0.033306,11.51706,2.9,0.0965,657,43.96,43.2,1,5177,4.59,0.21,0.798,0.91,,0
522,K00137.01,1,7.641567589,0,0.042627,1.8432,4.91,0.0729,899,154.25,17.8523,3,5356,4.338,0.2,1.055,0.882,,0
524,K01007.01,1,7.40742502,0,0.01917,1.33381,2.01,0.0745,938,183.15,15.698,1,5922,4.474,-0.08,0.961,1.002,,0
529,K00142.01,,10.91610834,0,0.038633,0.64466,3.93,0.098,758,78.19,15.95,2,5575,4.521,0.36,0.932,1.051,,0
530,K01078.01,1,3.353732008,0,0.032813,9.9961,1.65,0.034,615,33.76,18.114,3,3789,4.781,-0.34,0.46,0.467,,0
531,K01078.02,0.99,6.877446033,0,0.040795,7.05457,2.05,0.0549,484,12.95,26,3,3789,4.781,-0.34,0.46,0.467,,0
534,K00148.03,0.998,42.89645024,0,0.02097,2.09055,2,0.2279,448,9.54,58.81,3,5192,4.489,0.18,0.873,0.856,,0
537,K01146.01,1,7.09712124,0,0.017457,6.73172,0.74,0.0533,425,7.73,26.17,1,3569,4.861,-0.16,0.389,0.4,,0
539,K00943.01,1,3.601465336,0,0.024764,2.78265,2.31,0.0428,996,232.65,12.403,1,5052,4.48,0.16,0.855,0.805,,0
547,K01014.01,0.995,17.31711739,0,0.037282,2.21402,2.04,0.1054,454,10.07,32.7,1,4719,4.753,-1.7,0.502,0.52,,0
548,K01015.01,1,9.42889884,0,0.021623,0.9652,4.39,0.093,1163,432.9,16.554,3,5897,3.98,0.16,1.86,1.204,,0
553,K01082.03,0.821,1.196548464,0,0.013587,4.49591,1.25,0.0205,1414,945.12,6.98,4,4999,4.49,0.18,0.843,0.8,,0
554,K01148.01,1,11.47609015,0,0.013423,0.23497,2.07,0.1045,984,221.34,11.78,2,6071,4.202,0.1,1.41,1.156,,0
555,K01148.02,0.998,25.2630467,0,0.011085,0.28685,1.71,0.1769,756,77.24,21.3,2,6071,4.202,0.1,1.41,1.156,,0
557,K01150.01,1,0.677374687,0,0.007964,0.98421,0.9,0.015,2099,4572.56,2.8794,1,5718,4.395,0.08,1.037,0.974,,0
558,K01151.01,1,10.43547031,0,0.013143,2.19626,1.22,0.0881,759,78.35,23.3,5,5528,4.499,-0.2,0.853,0.838,,0
559,K01151.02,0.997,7.41084314,0,0.010073,1.87677,0.94,0.0702,850,123.4,17.6,5,5528,4.499,-0.2,0.853,0.838,,0
561,K00948.01,1,24.58716355,0,0.028979,1.67641,2.37,0.1552,530,18.72,37.7,1,5474,4.605,-0.34,0.749,0.831,,0
563,K00949.01,1,12.53248222,0,0.032795,0.79997,3.24,0.1054,775,85.15,18.8,1,5997,4.522,-0.22,0.904,0.991,,0
565,K00951.01,1,13.19720694,0,0.043296,1.76179,4.18,0.1027,642,40.03,25.31,2,4954,4.462,0.44,0.885,0.827,,0
566,K00137.02,1,14.85890852,0,0.05159,3.04001,5.94,0.1136,720,63.52,32.86,3,5356,4.338,0.2,1.055,0.882,,0
567,K01015.02,0.989,4.08897299,0,0.011602,0.627,2.36,0.0533,1537,1317.96,8.21,3,5897,3.98,0.16,1.86,1.204,,0
569,K01017.01,1,17.44486016,0,0.030722,0.28137,3.24,0.1263,679,50.32,16.54,1,5568,4.413,-0.04,0.966,0.882,,0
572,K01083.01,1,7.33685101,0,0.016434,1.4571,1.52,0.0724,875,138.46,16.07,2,5795,4.554,-0.2,0.848,0.938,,0
576,K01086.01,1,27.6652847,0,0.019867,0.84868,2.21,0.1754,641,39.94,32.5,1,6036,4.396,-0.32,1.017,0.939,,0
578,K00149.01,1,14.55730897,0,0.028038,0.28517,4.32,0.1186,879,141,14.7277,1,5774,4.159,0.14,1.412,1.048,,0
584,K00951.02,0.982,33.6528474,0,0.031582,2.92104,3.05,0.1916,470,11.5,55.9,2,4954,4.462,0.44,0.885,0.827,,0
585,K00952.01,1,5.90127815,0,0.035599,5.20598,1.94,0.051,514,16.54,21.241,5,3731,4.75,-0.02,0.498,0.509,,0
586,K00952.02,1,8.75209691,0,0.0337,6.09386,1.83,0.0664,451,9.76,29.11,5,3731,4.75,-0.02,0.498,0.509,,0
587,K00952.03,1,22.78078241,0,0.039959,6.01274,2.17,0.1256,328,2.73,54.84,5,3731,4.75,-0.02,0.498,0.509,,0
588,K00952.04,0.968,2.896005211,0,0.022623,5.49551,1.23,0.0318,652,42.53,13.46,5,3731,4.75,-0.02,0.498,0.509,,0
589,K00952.05,0.996,0.742957911,0,0.027073,22.01871,1.47,0.0128,1026,262.51,8.63,5,3731,4.75,-0.02,0.498,0.509,,0
592,K01022.01,1,18.82744023,0,0.028791,1.70401,2.7,0.1353,632,37.82,31.72,2,5687,4.538,-0.12,0.86,0.93,,0
594,K01024.01,1,5.747711909,0,0.026906,4.41767,1.86,0.054,641,40.07,19.76,1,4252,4.64,-0.06,0.632,0.637,,0
595,K00137.03,1,3.504691252,0,0.017643,1.30835,2.03,0.0434,1165,435.21,9.47,3,5356,4.338,0.2,1.055,0.882,,0
596,K01089.01,0.934,86.67856052,0,0.083303,0.79964,9.83,0.3779,434,8.41,68.23,2,5822,4.351,-0.06,1.081,0.957,,0
604,K01160.01,1,13.21409607,0,0.034865,0.65101,2.77,0.1019,629,36.95,18.18,1,5333,4.62,-0.32,0.728,0.813,,0
605,K01161.01,1,6.05729966,0,0.017666,0.96083,1.94,0.062,947,189.98,12.31,3,5334,4.372,0.16,1.004,0.865,,0
606,K00953.01,1,3.584101048,0,0.046303,1.70266,4.66,0.0462,1131,386.66,10.4957,1,5739,4.518,0.1,0.922,1.021,,0
607,K00013.01,0.875,1.763587535,0,0.064717,0.4004,21.42,0.0386,3559,37958.27,4.0378,1,9107,3.867,0.07,3.031,2.466,,0
608,K00131.01,1,5.014234733,0,0.074468,0.5437,10.63,0.0626,1308,692.13,8.9737,1,6490,4.32,0.16,1.307,1.304,,0
609,K00954.01,1,8.11528727,0,0.031988,0.22536,3.1,0.0785,879,140.92,9.22,2,5926,4.532,-0.2,0.887,0.978,,0
610,K00954.02,1,36.9250409,0,0.031099,0.56084,3.01,0.2155,530,18.7,34.3,2,5926,4.532,-0.2,0.887,0.978,,0
615,K01031.01,0.885,14.5598556,0,0.015571,0.72319,1.64,0.116,758,78.26,20.086,1,5959,4.46,-0.16,0.966,0.983,,0
616,K00144.01,1,4.176254191,0,0.036246,0.30785,3.07,0.0483,876,139.48,6.57,1,4957,4.594,0.26,0.776,0.867,,0
618,K01094.01,0.994,6.10027621,0,0.025279,0.52073,2.59,0.066,990,227.15,10.081,1,5957,4.506,-0.08,0.937,1.026,,0
622,K00150.01,1,8.408878137,0,0.025693,1.79186,2.28,0.0744,809,101.22,18.85,2,5551,4.508,-0.42,0.812,0.776,,0
623,K01161.02,0.991,10.93725572,0,0.021998,0.50645,2.41,0.092,777,86.28,14.74,3,5334,4.372,0.16,1.004,0.865,,0
624,K01161.03,0.961,2.97136658,0,0.013899,1.08986,1.52,0.0386,1200,490.13,7.98,3,5334,4.372,0.16,1.004,0.865,,0
625,K01162.01,0.999,158.6850022,0,0.027275,0.94331,3.08,0.5444,350,3.53,107.88,1,5751,4.34,-0.28,1.034,0.852,,0
626,K01163.01,1,2.936527336,0,0.01755,2.97942,1.92,0.0383,1209,505.22,11.07,2,5359,4.375,0.14,1.002,0.867,,0
627,K00955.01,1,7.03902016,0,0.021176,1.09896,2.45,0.0744,1051,288.92,14.225,1,6321,4.434,-0.16,1.058,1.108,,0
628,K00956.01,1,8.360870704,0,0.041502,2.72405,3.67,0.0744,690,53.68,21.6,1,4743,4.516,0.4,0.81,0.786,,0
640,K01099.01,1,161.5278347,0,0.061844,32.90527,8.19,0.5874,366,4.25,356.7,1,5778,4.285,0.16,1.213,1.033,,0
642,K01101.01,1,11.39102358,0,0.020993,2.839,1.67,0.092,618,34.55,26.9,2,4983,4.617,0.07,0.728,0.836,,0
643,K01102.01,1,12.33343853,0,0.030411,0.01522,4.12,0.1003,915,165.3,4.96,4,5896,4.197,-0.36,1.24,0.884,,0
644,K01163.02,1,8.01500821,0,0.018282,1.21123,2,0.0748,865,132.46,16.02,2,5359,4.375,0.14,1.002,0.867,,0
647,K01165.02,1,4.29263699,0,0.007235,1.34519,0.68,0.0491,991,227.69,10.94,2,5357,4.498,0,0.863,0.854,,0
650,K00961.01,1,1.213770423,0,0.048039,15.99013,0.78,0.0113,525,18.03,10.76,3,3292,5.215,-0.42,0.148,0.132,,0
651,K00961.02,0,0.453287416,0,0.046729,13.25728,0.76,0.0059,729,66.14,5.24,3,3292,5.215,-0.42,0.148,0.132,,0
660,K01360.01,1,36.7704935,0,0.034299,2.44273,2.83,0.2036,437,8.6,55.9,3,5142,4.602,-0.06,0.755,0.84,,0
661,K01360.02,1,14.58932429,0,0.028129,3.795,2.32,0.1099,594,29.53,35,3,5142,4.602,-0.06,0.755,0.84,,0
665,K01426.02,0.907,74.92768653,0,0.06521,2.10576,6.39,0.3292,409,6.62,85.5,3,5618,4.46,-0.22,0.897,0.846,,0
667,K01427.01,0.999,2.613020421,0,0.02652,0.408,1.5,0.0298,713,61.24,5.28,2,3883,4.725,-0.24,0.517,0.516,,0
668,K01428.01,1,0.927859786,0,0.023395,0.80334,1.79,0.017,1361,813.3,3.32,1,4815,4.631,0.07,0.699,0.799,,0
670,K00168.03,0.996,7.10695741,0,0.01039,0.45155,1.72,0.0733,1157,422.8,10.643,3,5761,4.091,0.06,1.518,1.036,,0
673,K01240.01,1,2.1395563,0,0.014957,1.748,1.76,0.0317,1425,974.3,7.51,2,5534,4.338,0.14,1.08,0.926,,0
674,K01240.02,1,4.807103254,0,0.025102,3.39526,2.96,0.0544,1088,330.84,16.07,2,5534,4.338,0.14,1.08,0.926,,0
675,K01241.01,1,21.4054422,0,0.024433,0.00747,11.64,0.1681,1087,330,5.66,2,4838,3.299,0.2,4.361,1.381,,0
676,K01241.02,0.098,10.5007712,0,0.011923,0.03041,5.68,0.1046,1378,852.28,5.617,2,4838,3.299,0.2,4.361,1.381,,0
677,K01305.01,1,2.633852528,0,0.014432,2.65689,1.38,0.0349,1131,387.43,9.91,2,5114,4.463,0.16,0.878,0.817,,0
678,K01305.02,0.978,6.18670882,0,0.01265,2.20428,1.21,0.0617,851,123.96,16.46,2,5114,4.463,0.16,0.878,0.817,,0
679,K01306.01,1,1.796320953,0,0.013229,2.2692,1.2,0.0268,1367,827.82,7.288,4,5576,4.503,-0.36,0.829,0.8,,0
680,K01306.02,0.994,3.468073,0,0.014245,2.26077,1.29,0.0416,1098,343.57,11.29,4,5576,4.503,-0.36,0.829,0.8,,0
681,K01306.03,0.95,5.9142668,0,0.014481,2.76282,1.31,0.0594,919,168.51,17.223,4,5576,4.503,-0.36,0.829,0.8,,0
682,K00162.01,1,14.00640392,0,0.025312,0.71331,3.11,0.1126,807,100.09,19.48,1,5788,4.323,0,1.124,0.969,,0
683,K01363.01,1,3.546531809,0,0.02022,1.31379,2.18,0.0469,1212,510.26,9.56,2,5993,4.489,0.07,0.986,1.093,,0
684,K01363.02,0.983,5.70070626,0,0.018897,5.04029,2.03,0.0644,1035,270.62,20.53,2,5993,4.489,0.07,0.986,1.093,,0
685,K01364.01,1,20.8341497,0,0.025636,1.84341,2.26,0.1389,563,23.82,34.84,5,5296,4.538,-0.1,0.808,0.821,,0
686,K01364.02,1,7.0556584,0,0.024103,1.97547,2.13,0.0675,808,100.88,17.32,5,5296,4.538,-0.1,0.808,0.821,,0
687,K01430.01,1,10.47548084,0,0.031572,3.56808,2.11,0.0811,540,20.15,27.5,3,4463,4.677,-0.24,0.611,0.662,,0
